Origin	Destination
Shanghai	Salt Lake City	
Shanghai	San Antonio	
Shanghai	San Diego	
Shanghai	San Francisco	
Shanghai	San Jose	
Shanghai	San Juan	
Shanghai	San Luis Obispo	
Shanghai	Santa Barbara	
Shanghai	Savannah	
Shanghai	Scranton	
Shanghai	Seattle	
Shanghai	Spokane	
Shanghai	Steamboat Springs	
Shanghai	Sun Valley	
Shanghai	Tampa	
Shanghai	Tucson	
Shanghai	Tulsa	
Shanghai	Vail	
Shanghai	Washington, D.C.	
Shanghai	West Palm Beach	
Shanghai	Wichita	
Singapore	Agana, Guam	
Singapore	Albany	
Singapore	Albuquerque	
Singapore	Aspen	
Singapore	Atlanta	
Singapore	Austin	
Singapore	Baltimore	
Singapore	Billings	
Singapore	Boise	
Singapore	Boston	
Singapore	Bozeman	
Singapore	Buffalo	
Singapore	Charleston	
Singapore	Charlotte	
Singapore	Chicago	
Singapore	Cincinnati	
Singapore	Cleveland	
Singapore	Columbus	
Singapore	Dallas	
Singapore	Denver	
Singapore	Des Moines	
Singapore	Detroit	
Singapore	Eugene	
Singapore	Fort Collins	
Singapore	Fort Lauderdale	
Singapore	Fort Myers	
Singapore	Grand Junction	
Singapore	Grand Rapids	
Singapore	Great Falls	
Singapore	Greenville	
Singapore	Gulfport	
Singapore	Gunnison	
Singapore	Hartford	
Singapore	Helena	
Singapore	Honolulu	
Singapore	Houston	
Singapore	Idaho Falls	
Singapore	Indianapolis	
Singapore	Jackson	
Singapore	Jacksonville	
Singapore	Kalispell	
Singapore	Kansas City	
Singapore	Knoxville	
Singapore	Las Vegas	
Singapore	Little Rock	
Singapore	Los Angeles	
Singapore	Louisville	
Singapore	Medford	
Singapore	Memphis	
Singapore	Miami	
Singapore	Milwaukee	
Singapore	Minneapolis	
Singapore	Missoula	
Singapore	Montrose	
Singapore	Nashville	
Singapore	New Orleans	
Singapore	Norfolk	
Singapore	Oklahoma City	
Singapore	Omaha	
Singapore	Ontario	
Singapore	Orlando	
Singapore	Palm Springs	
Singapore	Pasco	
Singapore	Peoria	
Singapore	Philadelphia	
Singapore	Phoenix	
Singapore	Pittsburgh	
Singapore	Providence	
Singapore	Raleigh	
Singapore	Reno	
Singapore	Rochester	
Singapore	Sacramento	
Singapore	Saint Louis	
Singapore	Salt Lake City	
Singapore	San Antonio	
Singapore	San Diego	
Singapore	San Francisco	
Singapore	San Jose	
Singapore	San Juan	
Singapore	Santa Barbara	
Singapore	Seattle	
Singapore	Spokane	
Singapore	Springfield	
Singapore	Steamboat Springs	
Singapore	Sun Valley	
Singapore	Tampa	
Singapore	Tucson	
Singapore	Vail	
Singapore	Washington, D.C.	
Singapore	West Palm Beach	
Sydney	Akron	
Sydney	Albuquerque	
Sydney	Aspen	
Sydney	Atlanta	
Sydney	Austin	
Sydney	Baltimore	
Sydney	Billings	
Sydney	Boise	
Sydney	Boston	
Sydney	Bozeman	
Sydney	Buffalo	
Sydney	Charlotte	
Sydney	Chicago	
Sydney	Cincinnati	
Sydney	Cleveland	
Sydney	Colorado Springs	
Sydney	Columbus	
Sydney	Corpus Christi	
Sydney	Dallas	
Sydney	Denver	
Sydney	Des Moines	
Sydney	Detroit	
Sydney	Eugene	
Sydney	Fargo	
Sydney	Fort Collins	
Sydney	Fort Lauderdale	
Sydney	Fort Myers	
Sydney	Grand Rapids	
Sydney	Gunnison	
Sydney	Hartford	
Sydney	Honolulu	
Sydney	Houston	
Sydney	Indianapolis	
Sydney	Ithaca	
Sydney	Jackson	
Sydney	Jacksonville	
Sydney	Kansas City	
Sydney	Las Vegas	
Sydney	Lexington	
Sydney	Los Angeles	
Sydney	Louisville	
Sydney	Maui	
Sydney	Medford	
Sydney	Memphis	
Sydney	Miami	
Sydney	Milwaukee	
Sydney	Minneapolis	
Sydney	Monterey	
Sydney	Montrose	
Sydney	Nashville	
Sydney	New Orleans	
Sydney	Norfolk	
Sydney	Oklahoma City	
Sydney	Omaha	
Sydney	Orlando	
Sydney	Panama City	
Sydney	Peoria	
Sydney	Philadelphia	
Sydney	Phoenix	
Sydney	Pittsburgh	
Sydney	Providence	
Sydney	Raleigh	
Sydney	Redding	
Sydney	Reno	
Sydney	Richmond	
Sydney	Rochester	
Sydney	Sacramento	
Sydney	Saint Louis	
Sydney	Salt Lake City	
Sydney	San Antonio	
Sydney	San Diego	
Sydney	San Francisco	
Sydney	San Jose	
Sydney	San Juan	
Sydney	San Luis Obispo	
Sydney	Santa Barbara	
Sydney	Seattle	
Sydney	Spokane	
Sydney	State College	
Sydney	Steamboat Springs	
Sydney	Tampa	
Sydney	Tucson	
Sydney	Vail	
Sydney	Washington, D.C.	
Sydney	West Palm Beach	
Taipei	Agana, Guam	
Taipei	Albuquerque	
Taipei	Anchorage	
Taipei	Aspen	
Taipei	Atlanta	
Taipei	Austin	
Taipei	Baltimore	
Taipei	Baton Rouge	
Taipei	Billings	
Taipei	Boise	
Taipei	Boston	
Taipei	Bozeman	
Taipei	Buffalo	
Taipei	Burbank	
Taipei	Cedar Rapids	
Taipei	Charlotte	
Taipei	Chicago	
Taipei	Cincinnati	
Taipei	Cleveland	
Taipei	Colorado Springs	
Taipei	Columbia	
Taipei	Columbus	
Taipei	Dallas	
Taipei	Dayton	
Taipei	Denver	
Taipei	Detroit	
Taipei	Eugene	
Taipei	Fayetteville	
Taipei	Fort Collins	
Taipei	Fort Lauderdale	
Taipei	Fort Myers	
Taipei	Great Falls	
Taipei	Greensboro	
Taipei	Gunnison	
Taipei	Hartford	
Taipei	Helena	
Taipei	Honolulu	
Taipei	Houston	
Taipei	Idaho Falls	
Taipei	Indianapolis	
Taipei	Jackson	
Taipei	Kalispell	
Taipei	Kansas City	
Taipei	Knoxville	
Taipei	Las Vegas	
Taipei	Lincoln	
Taipei	Los Angeles	
Taipei	Louisville	
Taipei	Madison	
Taipei	Memphis	
Taipei	Miami	
Taipei	Minneapolis	
Taipei	Missoula	
Taipei	Montrose	
Taipei	Nashville	
Taipei	New Orleans	
Taipei	Norfolk	
Taipei	Oklahoma City	
Taipei	Omaha	
Taipei	Ontario	
Taipei	Orlando	
Taipei	Palm Springs	
Taipei	Peoria	
Taipei	Philadelphia	
Taipei	Phoenix	
Taipei	Pittsburgh	
Taipei	Providence	
Taipei	Raleigh	
Taipei	Rapid City	
Taipei	Redding	
Taipei	Reno	
Taipei	Roanoke	
Taipei	Sacramento	
Taipei	Saint Louis	
Taipei	Salt Lake City	
Taipei	San Antonio	
Taipei	San Diego	
Taipei	San Francisco	
Taipei	San Jose	
Taipei	Santa Barbara	
Taipei	Seattle	
Taipei	Spokane	
Taipei	State College	
Taipei	Steamboat Springs	
Taipei	Sun Valley	
Taipei	Tampa	
Taipei	Tucson	
Taipei	Vail	
Taipei	Washington, D.C.	
Taipei	West Palm Beach	
Taipei	Wichita	
Tehran	Los Angeles	
Tehran	San Francisco	
Tel Aviv	Aspen	
Tel Aviv	Atlanta	
Tel Aviv	Austin	
Tel Aviv	Baltimore	
Tel Aviv	Billings	
Tel Aviv	Boise	
Tel Aviv	Boston	
Tel Aviv	Bozeman	
Tel Aviv	Buffalo	
Tel Aviv	Burbank	
Tel Aviv	Charlotte	
Tel Aviv	Chicago	
Tel Aviv	Cincinnati	
Tel Aviv	Cleveland	
Tel Aviv	Columbus	
Tel Aviv	Dallas	
Tel Aviv	Denver	
Tel Aviv	Detroit	
Tel Aviv	Eugene	
Tel Aviv	Flint	
Tel Aviv	Fort Collins	
Tel Aviv	Fort Lauderdale	
Tel Aviv	Fort Myers	
Tel Aviv	Great Falls	
Tel Aviv	Gunnison	
Tel Aviv	Hartford	
Tel Aviv	Helena	
Tel Aviv	Honolulu	
Tel Aviv	Houston	
Tel Aviv	Idaho Falls	
Tel Aviv	Indianapolis	
Tel Aviv	Jackson	
Tel Aviv	Kalispell	
Tel Aviv	Kansas City	
Tel Aviv	Knoxville	
Tel Aviv	Lake Charles	
Tel Aviv	Las Vegas	
Tel Aviv	Los Angeles	
Tel Aviv	Madison	
Tel Aviv	Maui	
Tel Aviv	Memphis	
Tel Aviv	Miami	
Tel Aviv	Milwaukee	
Tel Aviv	Minneapolis	
Tel Aviv	Missoula	
Tel Aviv	Montrose	
Tel Aviv	Nashville	
Tel Aviv	New Orleans	
Tel Aviv	Norfolk	
Tel Aviv	Oklahoma City	
Tel Aviv	Omaha	
Tel Aviv	Ontario	
Tel Aviv	Orlando	
Tel Aviv	Panama City	
Tel Aviv	Pensacola	
Tel Aviv	Philadelphia	
Tel Aviv	Phoenix	
Tel Aviv	Pittsburgh	
Tel Aviv	Raleigh	
Tel Aviv	Rochester	
Tel Aviv	Sacramento	
Tel Aviv	Saint Louis	
Tel Aviv	Salt Lake City	
Tel Aviv	San Antonio	
Tel Aviv	San Diego	
Tel Aviv	San Francisco	
Tel Aviv	San Jose	
Tel Aviv	Santa Barbara	
Tel Aviv	Seattle	
Tel Aviv	Spokane	
Tel Aviv	Steamboat Springs	
Tel Aviv	Sun Valley	
Tel Aviv	Tampa	
Tel Aviv	Vail	
Tel Aviv	Washington, D.C.	
Tel Aviv	West Palm Beach	
Tel Aviv	Wichita	
Tokyo	Agana, Guam	
Tokyo	Albany	
Tokyo	Albuquerque	
Tokyo	Amarillo	
Tokyo	Aspen	
Tokyo	Atlanta	
Tokyo	Austin	
Tokyo	Baltimore	
Tokyo	Bangor	
Tokyo	Baton Rouge	
Tokyo	Billings	
Tokyo	Boise	
Tokyo	Boston	
Tokyo	Bozeman	
Tokyo	Buffalo	
Tokyo	Burlington	
Tokyo	Casper	
Tokyo	Cedar Rapids	
Tokyo	Charleston	
Tokyo	Charlotte	
Tokyo	Chicago	
Tokyo	Cincinnati	
Tokyo	Cleveland	
Tokyo	Colorado Springs	
Tokyo	Columbus	
Tokyo	Dallas	
Tokyo	Dayton	
Tokyo	Denver	
Tokyo	Des Moines	
Tokyo	Detroit	
Tokyo	Eugene	
Tokyo	Fort Collins	
Tokyo	Fort Lauderdale	
Tokyo	Fort Myers	
Tokyo	Fresno	
Tokyo	Great Falls	
Tokyo	Greensboro	
Tokyo	Gunnison	
Tokyo	Hancock	
Tokyo	Hartford	
Tokyo	Helena	
Tokyo	Honolulu	
Tokyo	Houston	
Tokyo	Idaho Falls	
Tokyo	Indianapolis	
Tokyo	Jackson	
Tokyo	Jacksonville	
Tokyo	Kalispell	
Tokyo	Kansas City	
Tokyo	Knoxville	
Tokyo	Las Vegas	
Tokyo	Lexington	
Tokyo	Lihue	
Tokyo	Lincoln	
Tokyo	Little Rock	
Tokyo	Los Angeles	
Tokyo	Louisville	
Tokyo	Maui	
Tokyo	Memphis	
Tokyo	Miami	
Tokyo	Milwaukee	
Tokyo	Minneapolis	
Tokyo	Missoula	
Tokyo	Moline	
Tokyo	Monterey	
Tokyo	Montrose	
Tokyo	Nashville	
Tokyo	New Orleans	
Tokyo	Norfolk	
Tokyo	Oklahoma City	
Tokyo	Omaha	
Tokyo	Ontario	
Tokyo	Orlando	
Tokyo	Panama City	
Tokyo	Philadelphia	
Tokyo	Phoenix	
Tokyo	Pittsburgh	
Tokyo	Providence	
Tokyo	Raleigh	
Tokyo	Reno	
Tokyo	Richmond	
Tokyo	Sacramento	
Tokyo	Saint Louis	
Tokyo	Saipan	
Tokyo	Salt Lake City	
Tokyo	San Antonio	
Tokyo	San Diego	
Tokyo	San Francisco	
Tokyo	San Jose	
Tokyo	San Juan	
Tokyo	Santa Barbara	
Tokyo	Seattle	
Tokyo	South Bend	
Tokyo	Spokane	
Tokyo	State College	
Tokyo	Steamboat Springs	
Tokyo	Sun Valley	
Tokyo	Tampa	
Tokyo	Tucson	
Tokyo	Vail	
Tokyo	Washington, D.C.	
Tokyo	West Palm Beach	
Wellington	Chicago	
Wellington	Denver	
Wellington	Houston	
Wellington	Los Angeles	
Wellington	San Francisco	
Yap	Agana, Guam	
Yap	Los Angeles	
Yap	Washington, D.C.
